T_intended,T_requested,T_REC,94,131,171,193,211,304,335,Magnetogram
2021-05-11T12:00:00Z,2021-05-11T12:00:00Z,2021-05-11T11:59:59Z,2021-05-11T115959Z/aia.lev1_euv_12s.2021-05-11T120001Z.94.image_lev1.fits,2021-05-11T115959Z/aia.lev1_euv_12s.2021-05-11T120008Z.131.image_lev1.fits,2021-05-11T115959Z/aia.lev1_euv_12s.2021-05-11T120010Z.171.image_lev1.fits,2021-05-11T115959Z/aia.lev1_euv_12s.2021-05-11T120006Z.193.image_lev1.fits,2021-05-11T115959Z/aia.lev1_euv_12s.2021-05-11T115959Z.211.image_lev1.fits,2021-05-11T115959Z/aia.lev1_euv_12s.2021-05-11T120007Z.304.image_lev1.fits,2021-05-11T115959Z/aia.lev1_euv_12s.2021-05-11T120002Z.335.image_lev1.fits,2021-05-11T115959Z/hmi.m_720s.20210511_120000_TAI.3.magnetogram.fits
2021-05-12T12:00:00Z,2021-05-12T12:00:00Z,2021-05-12T11:59:59Z,2021-05-12T115959Z/aia.lev1_euv_12s.2021-05-12T120001Z.94.image_lev1.fits,2021-05-12T115959Z/aia.lev1_euv_12s.2021-05-12T120008Z.131.image_lev1.fits,2021-05-12T115959Z/aia.lev1_euv_12s.2021-05-12T120010Z.171.image_lev1.fits,2021-05-12T115959Z/aia.lev1_euv_12s.2021-05-12T120006Z.193.image_lev1.fits,2021-05-12T115959Z/aia.lev1_euv_12s.2021-05-12T115959Z.211.image_lev1.fits,2021-05-12T115959Z/aia.lev1_euv_12s.2021-05-12T120007Z.304.image_lev1.fits,2021-05-12T115959Z/aia.lev1_euv_12s.2021-05-12T120002Z.335.image_lev1.fits,2021-05-12T115959Z/hmi.m_720s.20210512_120000_TAI.3.magnetogram.fits
2021-05-13T12:00:00Z,2021-05-13T12:00:00Z,2021-05-13T11:59:59Z,2021-05-13T115959Z/aia.lev1_euv_12s.2021-05-13T120001Z.94.image_lev1.fits,2021-05-13T115959Z/aia.lev1_euv_12s.2021-05-13T120008Z.131.image_lev1.fits,2021-05-13T115959Z/aia.lev1_euv_12s.2021-05-13T120010Z.171.image_lev1.fits,2021-05-13T115959Z/aia.lev1_euv_12s.2021-05-13T120006Z.193.image_lev1.fits,2021-05-13T115959Z/aia.lev1_euv_12s.2021-05-13T115959Z.211.image_lev1.fits,2021-05-13T115959Z/aia.lev1_euv_12s.2021-05-13T120007Z.304.image_lev1.fits,2021-05-13T115959Z/aia.lev1_euv_12s.2021-05-13T120002Z.335.image_lev1.fits,2021-05-13T115959Z/hmi.m_720s.20210513_120000_TAI.3.magnetogram.fits
2021-05-14T12:00:00Z,2021-05-14T12:00:00Z,2021-05-14T11:59:59Z,2021-05-14T115959Z/aia.lev1_euv_12s.2021-05-14T120001Z.94.image_lev1.fits,2021-05-14T115959Z/aia.lev1_euv_12s.2021-05-14T120008Z.131.image_lev1.fits,2021-05-14T115959Z/aia.lev1_euv_12s.2021-05-14T120010Z.171.image_lev1.fits,2021-05-14T115959Z/aia.lev1_euv_12s.2021-05-14T120006Z.193.image_lev1.fits,2021-05-14T115959Z/aia.lev1_euv_12s.2021-05-14T115959Z.211.image_lev1.fits,2021-05-14T115959Z/aia.lev1_euv_12s.2021-05-14T120007Z.304.image_lev1.fits,2021-05-14T115959Z/aia.lev1_euv_12s.2021-05-14T120002Z.335.image_lev1.fits,2021-05-14T115959Z/hmi.m_720s.20210514_120000_TAI.3.magnetogram.fits
2021-05-15T12:00:00Z,2021-05-15T12:00:00Z,2021-05-15T11:59:59Z,2021-05-15T115959Z/aia.lev1_euv_12s.2021-05-15T120001Z.94.image_lev1.fits,2021-05-15T115959Z/aia.lev1_euv_12s.2021-05-15T120008Z.131.image_lev1.fits,2021-05-15T115959Z/aia.lev1_euv_12s.2021-05-15T120010Z.171.image_lev1.fits,2021-05-15T115959Z/aia.lev1_euv_12s.2021-05-15T120006Z.193.image_lev1.fits,2021-05-15T115959Z/aia.lev1_euv_12s.2021-05-15T115959Z.211.image_lev1.fits,2021-05-15T115959Z/aia.lev1_euv_12s.2021-05-15T120007Z.304.image_lev1.fits,2021-05-15T115959Z/aia.lev1_euv_12s.2021-05-15T120002Z.335.image_lev1.fits,2021-05-15T115959Z/hmi.m_720s.20210515_120000_TAI.3.magnetogram.fits
2021-05-16T12:00:00Z,2021-05-16T12:00:00Z,2021-05-16T11:59:59Z,2021-05-16T115959Z/aia.lev1_euv_12s.2021-05-16T120001Z.94.image_lev1.fits,2021-05-16T115959Z/aia.lev1_euv_12s.2021-05-16T120008Z.131.image_lev1.fits,2021-05-16T115959Z/aia.lev1_euv_12s.2021-05-16T120010Z.171.image_lev1.fits,2021-05-16T115959Z/aia.lev1_euv_12s.2021-05-16T120006Z.193.image_lev1.fits,2021-05-16T115959Z/aia.lev1_euv_12s.2021-05-16T115959Z.211.image_lev1.fits,2021-05-16T115959Z/aia.lev1_euv_12s.2021-05-16T120007Z.304.image_lev1.fits,2021-05-16T115959Z/aia.lev1_euv_12s.2021-05-16T120002Z.335.image_lev1.fits,2021-05-16T115959Z/hmi.m_720s.20210516_120000_TAI.3.magnetogram.fits
2021-05-17T12:00:00Z,2021-05-17T12:00:00Z,2021-05-17T11:59:59Z,2021-05-17T115959Z/aia.lev1_euv_12s.2021-05-17T120001Z.94.image_lev1.fits,2021-05-17T115959Z/aia.lev1_euv_12s.2021-05-17T120008Z.131.image_lev1.fits,2021-05-17T115959Z/aia.lev1_euv_12s.2021-05-17T120010Z.171.image_lev1.fits,2021-05-17T115959Z/aia.lev1_euv_12s.2021-05-17T120006Z.193.image_lev1.fits,2021-05-17T115959Z/aia.lev1_euv_12s.2021-05-17T115959Z.211.image_lev1.fits,2021-05-17T115959Z/aia.lev1_euv_12s.2021-05-17T120007Z.304.image_lev1.fits,2021-05-17T115959Z/aia.lev1_euv_12s.2021-05-17T120002Z.335.image_lev1.fits,2021-05-17T115959Z/hmi.m_720s.20210517_120000_TAI.3.magnetogram.fits
2021-05-18T12:00:00Z,2021-05-18T12:00:00Z,2021-05-18T11:59:59Z,2021-05-18T115959Z/aia.lev1_euv_12s.2021-05-18T120001Z.94.image_lev1.fits,2021-05-18T115959Z/aia.lev1_euv_12s.2021-05-18T120008Z.131.image_lev1.fits,2021-05-18T115959Z/aia.lev1_euv_12s.2021-05-18T120010Z.171.image_lev1.fits,2021-05-18T115959Z/aia.lev1_euv_12s.2021-05-18T120006Z.193.image_lev1.fits,2021-05-18T115959Z/aia.lev1_euv_12s.2021-05-18T115959Z.211.image_lev1.fits,2021-05-18T115959Z/aia.lev1_euv_12s.2021-05-18T120007Z.304.image_lev1.fits,2021-05-18T115959Z/aia.lev1_euv_12s.2021-05-18T120002Z.335.image_lev1.fits,2021-05-18T115959Z/hmi.m_720s.20210518_120000_TAI.3.magnetogram.fits
2021-05-19T12:00:00Z,2021-05-19T12:00:00Z,2021-05-19T11:59:59Z,2021-05-19T115959Z/aia.lev1_euv_12s.2021-05-19T120001Z.94.image_lev1.fits,2021-05-19T115959Z/aia.lev1_euv_12s.2021-05-19T120008Z.131.image_lev1.fits,2021-05-19T115959Z/aia.lev1_euv_12s.2021-05-19T120010Z.171.image_lev1.fits,2021-05-19T115959Z/aia.lev1_euv_12s.2021-05-19T120006Z.193.image_lev1.fits,2021-05-19T115959Z/aia.lev1_euv_12s.2021-05-19T115959Z.211.image_lev1.fits,2021-05-19T115959Z/aia.lev1_euv_12s.2021-05-19T120007Z.304.image_lev1.fits,2021-05-19T115959Z/aia.lev1_euv_12s.2021-05-19T120002Z.335.image_lev1.fits,2021-05-19T115959Z/hmi.m_720s.20210519_120000_TAI.3.magnetogram.fits
2021-05-20T12:00:00Z,2021-05-20T12:00:00Z,2021-05-20T11:59:59Z,2021-05-20T115959Z/aia.lev1_euv_12s.2021-05-20T120001Z.94.image_lev1.fits,2021-05-20T115959Z/aia.lev1_euv_12s.2021-05-20T120008Z.131.image_lev1.fits,2021-05-20T115959Z/aia.lev1_euv_12s.2021-05-20T120010Z.171.image_lev1.fits,2021-05-20T115959Z/aia.lev1_euv_12s.2021-05-20T120006Z.193.image_lev1.fits,2021-05-20T115959Z/aia.lev1_euv_12s.2021-05-20T115959Z.211.image_lev1.fits,2021-05-20T115959Z/aia.lev1_euv_12s.2021-05-20T120007Z.304.image_lev1.fits,2021-05-20T115959Z/aia.lev1_euv_12s.2021-05-20T120002Z.335.image_lev1.fits,2021-05-20T115959Z/hmi.m_720s.20210520_120000_TAI.3.magnetogram.fits
