T_intended,T_requested,T_REC,94,131,171,193,211,304,335,Magnetogram
2023-05-17T12:00:00Z,2023-05-17T12:00:00Z,2023-05-17T11:59:59Z,2023-05-17T115959Z/aia.lev1_euv_12s.2023-05-17T120001Z.94.image_lev1.fits,2023-05-17T115959Z/aia.lev1_euv_12s.2023-05-17T120008Z.131.image_lev1.fits,2023-05-17T115959Z/aia.lev1_euv_12s.2023-05-17T120010Z.171.image_lev1.fits,2023-05-17T115959Z/aia.lev1_euv_12s.2023-05-17T120006Z.193.image_lev1.fits,2023-05-17T115959Z/aia.lev1_euv_12s.2023-05-17T115959Z.211.image_lev1.fits,2023-05-17T115959Z/aia.lev1_euv_12s.2023-05-17T120007Z.304.image_lev1.fits,2023-05-17T115959Z/aia.lev1_euv_12s.2023-05-17T120002Z.335.image_lev1.fits,2023-05-17T115959Z/hmi.m_720s.20230517_120000_TAI.3.magnetogram.fits
2023-05-18T12:00:00Z,2023-05-18T12:00:00Z,2023-05-18T11:59:59Z,2023-05-18T115959Z/aia.lev1_euv_12s.2023-05-18T120001Z.94.image_lev1.fits,2023-05-18T115959Z/aia.lev1_euv_12s.2023-05-18T120010Z.131.image_lev1.fits,2023-05-18T115959Z/aia.lev1_euv_12s.2023-05-18T120010Z.171.image_lev1.fits,2023-05-18T115959Z/aia.lev1_euv_12s.2023-05-18T120007Z.193.image_lev1.fits,2023-05-18T115959Z/aia.lev1_euv_12s.2023-05-18T115959Z.211.image_lev1.fits,2023-05-18T115959Z/aia.lev1_euv_12s.2023-05-18T120007Z.304.image_lev1.fits,2023-05-18T115959Z/aia.lev1_euv_12s.2023-05-18T120002Z.335.image_lev1.fits,2023-05-18T115959Z/hmi.m_720s.20230518_120000_TAI.3.magnetogram.fits
2023-05-19T12:00:00Z,2023-05-19T12:00:00Z,2023-05-19T11:59:59Z,2023-05-19T115959Z/aia.lev1_euv_12s.2023-05-19T120001Z.94.image_lev1.fits,2023-05-19T115959Z/aia.lev1_euv_12s.2023-05-19T120008Z.131.image_lev1.fits,2023-05-19T115959Z/aia.lev1_euv_12s.2023-05-19T120010Z.171.image_lev1.fits,2023-05-19T115959Z/aia.lev1_euv_12s.2023-05-19T120006Z.193.image_lev1.fits,2023-05-19T115959Z/aia.lev1_euv_12s.2023-05-19T115959Z.211.image_lev1.fits,2023-05-19T115959Z/aia.lev1_euv_12s.2023-05-19T120007Z.304.image_lev1.fits,2023-05-19T115959Z/aia.lev1_euv_12s.2023-05-19T120002Z.335.image_lev1.fits,2023-05-19T115959Z/hmi.m_720s.20230519_120000_TAI.3.magnetogram.fits
2023-05-20T12:00:00Z,2023-05-20T12:00:00Z,2023-05-20T11:59:59Z,2023-05-20T115959Z/aia.lev1_euv_12s.2023-05-20T120001Z.94.image_lev1.fits,2023-05-20T115959Z/aia.lev1_euv_12s.2023-05-20T120008Z.131.image_lev1.fits,2023-05-20T115959Z/aia.lev1_euv_12s.2023-05-20T120010Z.171.image_lev1.fits,2023-05-20T115959Z/aia.lev1_euv_12s.2023-05-20T120006Z.193.image_lev1.fits,2023-05-20T115959Z/aia.lev1_euv_12s.2023-05-20T115959Z.211.image_lev1.fits,2023-05-20T115959Z/aia.lev1_euv_12s.2023-05-20T120007Z.304.image_lev1.fits,2023-05-20T115959Z/aia.lev1_euv_12s.2023-05-20T120002Z.335.image_lev1.fits,2023-05-20T115959Z/hmi.m_720s.20230520_120000_TAI.3.magnetogram.fits
2023-05-21T12:00:00Z,2023-05-21T12:00:00Z,2023-05-21T11:59:59Z,2023-05-21T115959Z/aia.lev1_euv_12s.2023-05-21T120001Z.94.image_lev1.fits,2023-05-21T115959Z/aia.lev1_euv_12s.2023-05-21T120008Z.131.image_lev1.fits,2023-05-21T115959Z/aia.lev1_euv_12s.2023-05-21T120010Z.171.image_lev1.fits,2023-05-21T115959Z/aia.lev1_euv_12s.2023-05-21T120006Z.193.image_lev1.fits,2023-05-21T115959Z/aia.lev1_euv_12s.2023-05-21T115959Z.211.image_lev1.fits,2023-05-21T115959Z/aia.lev1_euv_12s.2023-05-21T120007Z.304.image_lev1.fits,2023-05-21T115959Z/aia.lev1_euv_12s.2023-05-21T120002Z.335.image_lev1.fits,2023-05-21T115959Z/hmi.m_720s.20230521_120000_TAI.3.magnetogram.fits
2023-05-22T12:00:00Z,2023-05-22T12:00:00Z,2023-05-22T11:59:59Z,2023-05-22T115959Z/aia.lev1_euv_12s.2023-05-22T120001Z.94.image_lev1.fits,2023-05-22T115959Z/aia.lev1_euv_12s.2023-05-22T120008Z.131.image_lev1.fits,2023-05-22T115959Z/aia.lev1_euv_12s.2023-05-22T120010Z.171.image_lev1.fits,2023-05-22T115959Z/aia.lev1_euv_12s.2023-05-22T120006Z.193.image_lev1.fits,2023-05-22T115959Z/aia.lev1_euv_12s.2023-05-22T115959Z.211.image_lev1.fits,2023-05-22T115959Z/aia.lev1_euv_12s.2023-05-22T120007Z.304.image_lev1.fits,2023-05-22T115959Z/aia.lev1_euv_12s.2023-05-22T120002Z.335.image_lev1.fits,2023-05-22T115959Z/hmi.m_720s.20230522_120000_TAI.3.magnetogram.fits
2023-05-23T12:00:00Z,2023-05-23T11:48:00Z,2023-05-23T11:47:59Z,2023-05-23T114759Z/aia.lev1_euv_12s.2023-05-23T114801Z.94.image_lev1.fits,2023-05-23T114759Z/aia.lev1_euv_12s.2023-05-23T114808Z.131.image_lev1.fits,2023-05-23T114759Z/aia.lev1_euv_12s.2023-05-23T114810Z.171.image_lev1.fits,2023-05-23T114759Z/aia.lev1_euv_12s.2023-05-23T114806Z.193.image_lev1.fits,2023-05-23T114759Z/aia.lev1_euv_12s.2023-05-23T114759Z.211.image_lev1.fits,2023-05-23T114759Z/aia.lev1_euv_12s.2023-05-23T114807Z.304.image_lev1.fits,2023-05-23T114759Z/aia.lev1_euv_12s.2023-05-23T114802Z.335.image_lev1.fits,2023-05-23T114759Z/hmi.m_720s.20230523_114800_TAI.3.magnetogram.fits
2023-05-24T12:00:00Z,2023-05-24T12:00:00Z,2023-05-24T11:59:59Z,2023-05-24T115959Z/aia.lev1_euv_12s.2023-05-24T120001Z.94.image_lev1.fits,2023-05-24T115959Z/aia.lev1_euv_12s.2023-05-24T120008Z.131.image_lev1.fits,2023-05-24T115959Z/aia.lev1_euv_12s.2023-05-24T120010Z.171.image_lev1.fits,2023-05-24T115959Z/aia.lev1_euv_12s.2023-05-24T120006Z.193.image_lev1.fits,2023-05-24T115959Z/aia.lev1_euv_12s.2023-05-24T115959Z.211.image_lev1.fits,2023-05-24T115959Z/aia.lev1_euv_12s.2023-05-24T120007Z.304.image_lev1.fits,2023-05-24T115959Z/aia.lev1_euv_12s.2023-05-24T120002Z.335.image_lev1.fits,2023-05-24T115959Z/hmi.m_720s.20230524_120000_TAI.3.magnetogram.fits
2023-05-25T12:00:00Z,2023-05-25T12:00:00Z,2023-05-25T11:59:59Z,2023-05-25T115959Z/aia.lev1_euv_12s.2023-05-25T120001Z.94.image_lev1.fits,2023-05-25T115959Z/aia.lev1_euv_12s.2023-05-25T120008Z.131.image_lev1.fits,2023-05-25T115959Z/aia.lev1_euv_12s.2023-05-25T120010Z.171.image_lev1.fits,2023-05-25T115959Z/aia.lev1_euv_12s.2023-05-25T120006Z.193.image_lev1.fits,2023-05-25T115959Z/aia.lev1_euv_12s.2023-05-25T115959Z.211.image_lev1.fits,2023-05-25T115959Z/aia.lev1_euv_12s.2023-05-25T120007Z.304.image_lev1.fits,2023-05-25T115959Z/aia.lev1_euv_12s.2023-05-25T120002Z.335.image_lev1.fits,2023-05-25T115959Z/hmi.m_720s.20230525_120000_TAI.3.magnetogram.fits
2023-05-26T12:00:00Z,2023-05-26T12:00:00Z,2023-05-26T11:59:59Z,2023-05-26T115959Z/aia.lev1_euv_12s.2023-05-26T120001Z.94.image_lev1.fits,2023-05-26T115959Z/aia.lev1_euv_12s.2023-05-26T120008Z.131.image_lev1.fits,2023-05-26T115959Z/aia.lev1_euv_12s.2023-05-26T120010Z.171.image_lev1.fits,2023-05-26T115959Z/aia.lev1_euv_12s.2023-05-26T120006Z.193.image_lev1.fits,2023-05-26T115959Z/aia.lev1_euv_12s.2023-05-26T115959Z.211.image_lev1.fits,2023-05-26T115959Z/aia.lev1_euv_12s.2023-05-26T120007Z.304.image_lev1.fits,2023-05-26T115959Z/aia.lev1_euv_12s.2023-05-26T120002Z.335.image_lev1.fits,2023-05-26T115959Z/hmi.m_720s.20230526_120000_TAI.3.magnetogram.fits
2023-05-27T12:00:00Z,2023-05-27T12:00:00Z,2023-05-27T11:59:59Z,2023-05-27T115959Z/aia.lev1_euv_12s.2023-05-27T120001Z.94.image_lev1.fits,2023-05-27T115959Z/aia.lev1_euv_12s.2023-05-27T120008Z.131.image_lev1.fits,2023-05-27T115959Z/aia.lev1_euv_12s.2023-05-27T120010Z.171.image_lev1.fits,2023-05-27T115959Z/aia.lev1_euv_12s.2023-05-27T120006Z.193.image_lev1.fits,2023-05-27T115959Z/aia.lev1_euv_12s.2023-05-27T115959Z.211.image_lev1.fits,2023-05-27T115959Z/aia.lev1_euv_12s.2023-05-27T120007Z.304.image_lev1.fits,2023-05-27T115959Z/aia.lev1_euv_12s.2023-05-27T120002Z.335.image_lev1.fits,2023-05-27T115959Z/hmi.m_720s.20230527_120000_TAI.3.magnetogram.fits
2023-05-28T12:00:00Z,2023-05-28T12:00:00Z,2023-05-28T11:59:59Z,2023-05-28T115959Z/aia.lev1_euv_12s.2023-05-28T120001Z.94.image_lev1.fits,2023-05-28T115959Z/aia.lev1_euv_12s.2023-05-28T120008Z.131.image_lev1.fits,2023-05-28T115959Z/aia.lev1_euv_12s.2023-05-28T120010Z.171.image_lev1.fits,2023-05-28T115959Z/aia.lev1_euv_12s.2023-05-28T120006Z.193.image_lev1.fits,2023-05-28T115959Z/aia.lev1_euv_12s.2023-05-28T115959Z.211.image_lev1.fits,2023-05-28T115959Z/aia.lev1_euv_12s.2023-05-28T120007Z.304.image_lev1.fits,2023-05-28T115959Z/aia.lev1_euv_12s.2023-05-28T120002Z.335.image_lev1.fits,2023-05-28T115959Z/hmi.m_720s.20230528_120000_TAI.3.magnetogram.fits
2023-05-29T12:00:00Z,2023-05-29T12:00:00Z,2023-05-29T11:59:59Z,2023-05-29T115959Z/aia.lev1_euv_12s.2023-05-29T120001Z.94.image_lev1.fits,2023-05-29T115959Z/aia.lev1_euv_12s.2023-05-29T120008Z.131.image_lev1.fits,2023-05-29T115959Z/aia.lev1_euv_12s.2023-05-29T120010Z.171.image_lev1.fits,2023-05-29T115959Z/aia.lev1_euv_12s.2023-05-29T120006Z.193.image_lev1.fits,2023-05-29T115959Z/aia.lev1_euv_12s.2023-05-29T115959Z.211.image_lev1.fits,2023-05-29T115959Z/aia.lev1_euv_12s.2023-05-29T120007Z.304.image_lev1.fits,2023-05-29T115959Z/aia.lev1_euv_12s.2023-05-29T120002Z.335.image_lev1.fits,2023-05-29T115959Z/hmi.m_720s.20230529_120000_TAI.3.magnetogram.fits
2023-05-30T12:00:00Z,2023-05-30T12:00:00Z,2023-05-30T11:59:59Z,2023-05-30T115959Z/aia.lev1_euv_12s.2023-05-30T120001Z.94.image_lev1.fits,2023-05-30T115959Z/aia.lev1_euv_12s.2023-05-30T120008Z.131.image_lev1.fits,2023-05-30T115959Z/aia.lev1_euv_12s.2023-05-30T120010Z.171.image_lev1.fits,2023-05-30T115959Z/aia.lev1_euv_12s.2023-05-30T120006Z.193.image_lev1.fits,2023-05-30T115959Z/aia.lev1_euv_12s.2023-05-30T115959Z.211.image_lev1.fits,2023-05-30T115959Z/aia.lev1_euv_12s.2023-05-30T120007Z.304.image_lev1.fits,2023-05-30T115959Z/aia.lev1_euv_12s.2023-05-30T120002Z.335.image_lev1.fits,2023-05-30T115959Z/hmi.m_720s.20230530_120000_TAI.3.magnetogram.fits
2023-05-31T12:00:00Z,2023-05-31T12:00:00Z,2023-05-31T11:59:59Z,2023-05-31T115959Z/aia.lev1_euv_12s.2023-05-31T120001Z.94.image_lev1.fits,2023-05-31T115959Z/aia.lev1_euv_12s.2023-05-31T120008Z.131.image_lev1.fits,2023-05-31T115959Z/aia.lev1_euv_12s.2023-05-31T120010Z.171.image_lev1.fits,2023-05-31T115959Z/aia.lev1_euv_12s.2023-05-31T120006Z.193.image_lev1.fits,2023-05-31T115959Z/aia.lev1_euv_12s.2023-05-31T115959Z.211.image_lev1.fits,2023-05-31T115959Z/aia.lev1_euv_12s.2023-05-31T120007Z.304.image_lev1.fits,2023-05-31T115959Z/aia.lev1_euv_12s.2023-05-31T120002Z.335.image_lev1.fits,2023-05-31T115959Z/hmi.m_720s.20230531_120000_TAI.3.magnetogram.fits
2023-06-01T12:00:00Z,2023-06-01T12:00:00Z,2023-06-01T11:59:59Z,2023-06-01T115959Z/aia.lev1_euv_12s.2023-06-01T120001Z.94.image_lev1.fits,2023-06-01T115959Z/aia.lev1_euv_12s.2023-06-01T120008Z.131.image_lev1.fits,2023-06-01T115959Z/aia.lev1_euv_12s.2023-06-01T120010Z.171.image_lev1.fits,2023-06-01T115959Z/aia.lev1_euv_12s.2023-06-01T120006Z.193.image_lev1.fits,2023-06-01T115959Z/aia.lev1_euv_12s.2023-06-01T115959Z.211.image_lev1.fits,2023-06-01T115959Z/aia.lev1_euv_12s.2023-06-01T120007Z.304.image_lev1.fits,2023-06-01T115959Z/aia.lev1_euv_12s.2023-06-01T120002Z.335.image_lev1.fits,2023-06-01T115959Z/hmi.m_720s.20230601_120000_TAI.3.magnetogram.fits
